"","Scenario","Hunting_bias","Herring_quality","year","lb","md","ub","group"
"3622","3050","Female","-4g in 2025",2048,25664.925,56605,91245.525,"3050 Female -4g in 2025"
"3623","3600","Female","-4g in 2025",2048,0,27328,64760.275,"3600 Female -4g in 2025"
"3624","4800","Female","-4g in 2025",2048,0,0,3.02499999999998,"4800 Female -4g in 2025"
"3625","0","Historical","Mean of historical",2049,80814.8,119037,181890.875,"0 Historical Mean of historical"
"3626","1311","Historical","Mean of historical",2049,79791.9,117220,176646.725,"1311 Historical Mean of historical"
"3627","2400","Historical","Mean of historical",2049,70988.375,102123.5,140896.45,"2400 Historical Mean of historical"
"3628","3050","Historical","Mean of historical",2049,54915.45,84994.5,120637.775,"3050 Historical Mean of historical"
"3629","3600","Historical","Mean of historical",2049,26441.2,63032.5,99249.325,"3600 Historical Mean of historical"
"3630","4800","Historical","Mean of historical",2049,0,0,37687.725,"4800 Historical Mean of historical"
"3631","0","Pup","Mean of historical",2049,80830.6,118974.5,181947.3,"0 Pup Mean of historical"
"3632","1311","Pup","Mean of historical",2049,80032.55,117307,176593.925,"1311 Pup Mean of historical"
"3633","2400","Pup","Mean of historical",2049,72243.825,103446.5,143553.6,"2400 Pup Mean of historical"
"3634","3050","Pup","Mean of historical",2049,58324.325,87808.5,123210.075,"3050 Pup Mean of historical"
"3635","3600","Pup","Mean of historical",2049,32509.025,68908,104238.25,"3600 Pup Mean of historical"
"3636","4800","Pup","Mean of historical",2049,0,3925,47865.5,"4800 Pup Mean of historical"
"3637","0","Adult","Mean of historical",2049,80685.1,119163.5,182034.05,"0 Adult Mean of historical"
"3638","1311","Adult","Mean of historical",2049,79821.3,117264,175995.175,"1311 Adult Mean of historical"
"3639","2400","Adult","Mean of historical",2049,68860.9,98665.5,136383.075,"2400 Adult Mean of historical"
"3640","3050","Adult","Mean of historical",2049,45239.525,78734.5,114011.65,"3050 Adult Mean of historical"
"3641","3600","Adult","Mean of historical",2049,14162.85,51255.5,90043.275,"3600 Adult Mean of historical"
"3642","4800","Adult","Mean of historical",2049,0,0,20305.025,"4800 Adult Mean of historical"
"3643","0","Male","Mean of historical",2049,80728.4,119115.5,182197.075,"0 Male Mean of historical"
"3644","1311","Male","Mean of historical",2049,79910.05,117458,178023.525,"1311 Male Mean of historical"
"3645","2400","Male","Mean of historical",2049,74734.15,107569,149504.875,"2400 Male Mean of historical"
"3646","3050","Male","Mean of historical",2049,67635.4,96760.5,133339.5,"3050 Male Mean of historical"
"3647","3600","Male","Mean of historical",2049,50694.175,83066.5,119184.025,"3600 Male Mean of historical"
"3648","4800","Male","Mean of historical",2049,0,27843,73591.5,"4800 Male Mean of historical"
"3649","0","Female","Mean of historical",2049,80854.075,119143,182379.425,"0 Female Mean of historical"
"3650","1311","Female","Mean of historical",2049,79705.55,116975.5,175373.825,"1311 Female Mean of historical"
"3651","2400","Female","Mean of historical",2049,63557.925,92866.5,126906.55,"2400 Female Mean of historical"
"3652","3050","Female","Mean of historical",2049,32477.025,67156,102727.1,"3050 Female Mean of historical"
"3653","3600","Female","Mean of historical",2049,2030.275,35157.5,75754.2,"3600 Female Mean of historical"
"3654","4800","Female","Mean of historical",2049,0,0,141.349999999966,"4800 Female Mean of historical"
"3655","0","Historical","+0.2g/yr",2049,82666.1,122141,189900,"0 Historical +0.2g/yr"
"3656","1311","Historical","+0.2g/yr",2049,81811.825,120675,186931.625,"1311 Historical +0.2g/yr"
"3657","2400","Historical","+0.2g/yr",2049,75986.75,110682.5,158218.575,"2400 Historical +0.2g/yr"
"3658","3050","Historical","+0.2g/yr",2049,66964.025,99528,141522.55,"3050 Historical +0.2g/yr"
"3659","3600","Historical","+0.2g/yr",2049,39745.025,81592.5,121326.75,"3600 Historical +0.2g/yr"
"3660","4800","Historical","+0.2g/yr",2049,0,7024,61105.75,"4800 Historical +0.2g/yr"
"3661","0","Pup","+0.2g/yr",2049,82841.95,122239.5,189730.2,"0 Pup +0.2g/yr"
"3662","1311","Pup","+0.2g/yr",2049,81642.175,120663.5,187096.05,"1311 Pup +0.2g/yr"
"3663","2400","Pup","+0.2g/yr",2049,76239.575,111417,158986.275,"2400 Pup +0.2g/yr"
"3664","3050","Pup","+0.2g/yr",2049,69612.15,102288.5,144534.275,"3050 Pup +0.2g/yr"
"3665","3600","Pup","+0.2g/yr",2049,48400.275,85805.5,126265.975,"3600 Pup +0.2g/yr"
"3666","4800","Pup","+0.2g/yr",2049,0,19145.5,72722.9,"4800 Pup +0.2g/yr"
"3667","0","Adult","+0.2g/yr",2049,82758.975,122140,189661.325,"0 Adult +0.2g/yr"
"3668","1311","Adult","+0.2g/yr",2049,81748.35,120587,187025.85,"1311 Adult +0.2g/yr"
"3669","2400","Adult","+0.2g/yr",2049,74489.125,108386,154299.325,"2400 Adult +0.2g/yr"
"3670","3050","Adult","+0.2g/yr",2049,59684.175,94102,135253.075,"3050 Adult +0.2g/yr"
"3671","3600","Adult","+0.2g/yr",2049,27503.4,70391,110916.35,"3600 Adult +0.2g/yr"
"3672","4800","Adult","+0.2g/yr",2049,0,0,41679.275,"4800 Adult +0.2g/yr"
"3673","0","Male","+0.2g/yr",2049,82994.1,122206.5,189709.825,"0 Male +0.2g/yr"
"3674","1311","Male","+0.2g/yr",2049,81812.75,120889,187158.35,"1311 Male +0.2g/yr"
"3675","2400","Male","+0.2g/yr",2049,78310.375,114214.5,165539.4,"2400 Male +0.2g/yr"
"3676","3050","Male","+0.2g/yr",2049,74368.6,107686,153817.7,"3050 Male +0.2g/yr"
"3677","3600","Male","+0.2g/yr",2049,65032.45,98168,141051.075,"3600 Male +0.2g/yr"
"3678","4800","Male","+0.2g/yr",2049,0,48162.5,99617.15,"4800 Male +0.2g/yr"
"3679","0","Female","+0.2g/yr",2049,82906.85,122336.5,189690.55,"0 Female +0.2g/yr"
"3680","1311","Female","+0.2g/yr",2049,81476.3,120242.5,186165.275,"1311 Female +0.2g/yr"
"3681","2400","Female","+0.2g/yr",2049,72273.125,104787,148637.375,"2400 Female +0.2g/yr"
"3682","3050","Female","+0.2g/yr",2049,46514.225,84011,123668.3,"3050 Female +0.2g/yr"
"3683","3600","Female","+0.2g/yr",2049,10274.425,52424,99360.475,"3600 Female +0.2g/yr"
"3684","4800","Female","+0.2g/yr",2049,0,0,14439.6,"4800 Female +0.2g/yr"
"3685","0","Historical","-0.2g/yr",2049,80285.3,118351,177881.575,"0 Historical -0.2g/yr"
"3686","1311","Historical","-0.2g/yr",2049,79245.875,116383,171965.625,"1311 Historical -0.2g/yr"
"3687","2400","Historical","-0.2g/yr",2049,69503.375,97331,133780.75,"2400 Historical -0.2g/yr"
"3688","3050","Historical","-0.2g/yr",2049,49065.375,79417,113485.475,"3050 Historical -0.2g/yr"
"3689","3600","Historical","-0.2g/yr",2049,21552.225,56056.5,92923.225,"3600 Historical -0.2g/yr"
"3690","4800","Historical","-0.2g/yr",2049,0,0,29870.75,"4800 Historical -0.2g/yr"
"3691","0","Pup","-0.2g/yr",2049,80092.775,118294.5,178041.625,"0 Pup -0.2g/yr"
"3692","1311","Pup","-0.2g/yr",2049,79291.55,116682.5,172942.575,"1311 Pup -0.2g/yr"
"3693","2400","Pup","-0.2g/yr",2049,70354.475,99395.5,135982.5,"2400 Pup -0.2g/yr"
"3694","3050","Pup","-0.2g/yr",2049,52589.75,82585,115636.125,"3050 Pup -0.2g/yr"
"3695","3600","Pup","-0.2g/yr",2049,27437.85,61671.5,97060.175,"3600 Pup -0.2g/yr"
"3696","4800","Pup","-0.2g/yr",2049,0,0,39830.15,"4800 Pup -0.2g/yr"
"3697","0","Adult","-0.2g/yr",2049,80478.925,118554.5,178835.6,"0 Adult -0.2g/yr"
"3698","1311","Adult","-0.2g/yr",2049,79346.325,116374.5,171503.025,"1311 Adult -0.2g/yr"
"3699","2400","Adult","-0.2g/yr",2049,65889.975,94472,130140.35,"2400 Adult -0.2g/yr"
"3700","3050","Adult","-0.2g/yr",2049,41092.975,73025.5,106373.975,"3050 Adult -0.2g/yr"
"3701","3600","Adult","-0.2g/yr",2049,10386.4,45019,82564.4,"3600 Adult -0.2g/yr"
"3702","4800","Adult","-0.2g/yr",2049,0,0,16234.975,"4800 Adult -0.2g/yr"
"3703","0","Male","-0.2g/yr",2049,80259.3,118353.5,178871.325,"0 Male -0.2g/yr"
"3704","1311","Male","-0.2g/yr",2049,79535.025,116832.5,173867.9,"1311 Male -0.2g/yr"
"3705","2400","Male","-0.2g/yr",2049,72552.35,104236,143516.825,"2400 Male -0.2g/yr"
"3706","3050","Male","-0.2g/yr",2049,63074.5,92375.5,126825.325,"3050 Male -0.2g/yr"
"3707","3600","Male","-0.2g/yr",2049,44075.3,76903.5,110863.35,"3600 Male -0.2g/yr"
"3708","4800","Male","-0.2g/yr",2049,0,21041.5,64750.85,"4800 Male -0.2g/yr"
"3709","0","Female","-0.2g/yr",2049,80257.775,118409,178243.85,"0 Female -0.2g/yr"
"3710","1311","Female","-0.2g/yr",2049,79364.35,116075.5,171090.925,"1311 Female -0.2g/yr"
"3711","2400","Female","-0.2g/yr",2049,59754.05,87863.5,121488.925,"2400 Female -0.2g/yr"
"3712","3050","Female","-0.2g/yr",2049,27664.6,60554.5,94461.1,"3050 Female -0.2g/yr"
"3713","3600","Female","-0.2g/yr",2049,0,28878,67301.075,"3600 Female -0.2g/yr"
"3714","4800","Female","-0.2g/yr",2049,0,0,0,"4800 Female -0.2g/yr"
"3715","0","Historical","+4g in 2025",2049,82769.775,122113.5,190810.475,"0 Historical +4g in 2025"
"3716","1311","Historical","+4g in 2025",2049,81831.9,120613,188400.45,"1311 Historical +4g in 2025"
"3717","2400","Historical","+4g in 2025",2049,76128.95,113176,166997.225,"2400 Historical +4g in 2025"
"3718","3050","Historical","+4g in 2025",2049,70852.775,105556.5,155299.15,"3050 Historical +4g in 2025"
"3719","3600","Historical","+4g in 2025",2049,53901.85,94049.5,141743.5,"3600 Historical +4g in 2025"
"3720","4800","Historical","+4g in 2025",2049,0,33973.5,94334.1,"4800 Historical +4g in 2025"
"3721","0","Pup","+4g in 2025",2049,82731.3,122215.5,190743.3,"0 Pup +4g in 2025"
"3722","1311","Pup","+4g in 2025",2049,81629.575,120694.5,188312.975,"1311 Pup +4g in 2025"
"3723","2400","Pup","+4g in 2025",2049,76860.15,113594.5,168887.2,"2400 Pup +4g in 2025"
"3724","3050","Pup","+4g in 2025",2049,71646.9,106731.5,157529.825,"3050 Pup +4g in 2025"
"3725","3600","Pup","+4g in 2025",2049,59172.175,96891.5,146053.475,"3600 Pup +4g in 2025"
"3726","4800","Pup","+4g in 2025",2049,0,46117,101255.8,"4800 Pup +4g in 2025"
"3727","0","Adult","+4g in 2025",2049,82719.275,122313,191049.925,"0 Adult +4g in 2025"
"3728","1311","Adult","+4g in 2025",2049,81728.2,120641,188456.4,"1311 Adult +4g in 2025"
"3729","2400","Adult","+4g in 2025",2049,75346.85,111766.5,165087.775,"2400 Adult +4g in 2025"
"3730","3050","Adult","+4g in 2025",2049,67054.6,102566,151381.525,"3050 Adult +4g in 2025"
"3731","3600","Adult","+4g in 2025",2049,41004.5,86183,132846.25,"3600 Adult +4g in 2025"
"3732","4800","Adult","+4g in 2025",2049,0,12475,76536.75,"4800 Adult +4g in 2025"
"3733","0","Male","+4g in 2025",2049,82842.725,122205.5,190678.9,"0 Male +4g in 2025"
"3734","1311","Male","+4g in 2025",2049,81766.4,121017,188959.575,"1311 Male +4g in 2025"
"3735","2400","Male","+4g in 2025",2049,77945.4,115516.5,172510.45,"2400 Male +4g in 2025"
"3736","3050","Male","+4g in 2025",2049,74666.525,111249.5,163925.825,"3050 Male +4g in 2025"
"3737","3600","Male","+4g in 2025",2049,70288.975,105302.5,155167.675,"3600 Male +4g in 2025"
"3738","4800","Male","+4g in 2025",2049,14724.35,72710,122095.475,"4800 Male +4g in 2025"
"3739","0","Female","+4g in 2025",2049,82766.225,122299,190831.375,"0 Female +4g in 2025"
"3740","1311","Female","+4g in 2025",2049,81786.45,120588.5,188279.35,"1311 Female +4g in 2025"
"3741","2400","Female","+4g in 2025",2049,73135.975,108064,160146.55,"2400 Female +4g in 2025"
"3742","3050","Female","+4g in 2025",2049,55862.3,95394.5,143400.675,"3050 Female +4g in 2025"
"3743","3600","Female","+4g in 2025",2049,23754.625,73142.5,120911.75,"3600 Female +4g in 2025"
"3744","4800","Female","+4g in 2025",2049,0,0,50084.2,"4800 Female +4g in 2025"
"3745","0","Historical","-4g in 2025",2049,80318.975,118337,177287.375,"0 Historical -4g in 2025"
"3746","1311","Historical","-4g in 2025",2049,79149.95,116195.5,171059.025,"1311 Historical -4g in 2025"
"3747","2400","Historical","-4g in 2025",2049,68093.55,96096.5,130011.65,"2400 Historical -4g in 2025"
"3748","3050","Historical","-4g in 2025",2049,44029.5,76662,110860.1,"3050 Historical -4g in 2025"
"3749","3600","Historical","-4g in 2025",2049,16458.1,51644,89295.6,"3600 Historical -4g in 2025"
"3750","4800","Historical","-4g in 2025",2049,0,0,27459.875,"4800 Historical -4g in 2025"
"3751","0","Pup","-4g in 2025",2049,80175.825,118188.5,177484,"0 Pup -4g in 2025"
"3752","1311","Pup","-4g in 2025",2049,79422.875,116417,171305.025,"1311 Pup -4g in 2025"
"3753","2400","Pup","-4g in 2025",2049,69291.9,97310,133400.325,"2400 Pup -4g in 2025"
"3754","3050","Pup","-4g in 2025",2049,49123.025,79875,113164.3,"3050 Pup -4g in 2025"
"3755","3600","Pup","-4g in 2025",2049,22466.35,57430.5,93935,"3600 Pup -4g in 2025"
"3756","4800","Pup","-4g in 2025",2049,0,0,36745.7,"4800 Pup -4g in 2025"
"3757","0","Adult","-4g in 2025",2049,80309.925,118248.5,176810.125,"0 Adult -4g in 2025"
"3758","1311","Adult","-4g in 2025",2049,79507.425,116229,170377.625,"1311 Adult -4g in 2025"
"3759","2400","Adult","-4g in 2025",2049,63216.275,92606.5,126740.575,"2400 Adult -4g in 2025"
"3760","3050","Adult","-4g in 2025",2049,35079.825,69267.5,103614.025,"3050 Adult -4g in 2025"
"3761","3600","Adult","-4g in 2025",2049,5830.15,40302,81576.925,"3600 Adult -4g in 2025"
"3762","4800","Adult","-4g in 2025",2049,0,0,10551.15,"4800 Adult -4g in 2025"
"3763","0","Male","-4g in 2025",2049,80358.475,118309,177137.15,"0 Male -4g in 2025"
"3764","1311","Male","-4g in 2025",2049,79572.375,116708.5,171688.175,"1311 Male -4g in 2025"
"3765","2400","Male","-4g in 2025",2049,72267.475,102430,141389.575,"2400 Male -4g in 2025"
"3766","3050","Male","-4g in 2025",2049,60697.725,90299.5,124266.1,"3050 Male -4g in 2025"
"3767","3600","Male","-4g in 2025",2049,38602.575,73849,107133.8,"3600 Male -4g in 2025"
"3768","4800","Male","-4g in 2025",2049,0,15761,63663.175,"4800 Male -4g in 2025"
"3769","0","Female","-4g in 2025",2049,80364.7,118374.5,177397.15,"0 Female -4g in 2025"
"3770","1311","Female","-4g in 2025",2049,79288.825,116049,169958.425,"1311 Female -4g in 2025"
"3771","2400","Female","-4g in 2025",2049,56314.675,85435.5,118786.25,"2400 Female -4g in 2025"
"3772","3050","Female","-4g in 2025",2049,23561.825,56262.5,92660.125,"3050 Female -4g in 2025"
"3773","3600","Female","-4g in 2025",2049,0,24771.5,64717.925,"3600 Female -4g in 2025"
"3774","4800","Female","-4g in 2025",2049,0,0,0,"4800 Female -4g in 2025"
"3775","0","Historical","Mean of historical",2050,80681.5,119289.5,182783.225,"0 Historical Mean of historical"
"3776","1311","Historical","Mean of historical",2050,79752.225,117332,179361.425,"1311 Historical Mean of historical"
"3777","2400","Historical","Mean of historical",2050,71146.55,103578.5,144298.075,"2400 Historical Mean of historical"
"3778","3050","Historical","Mean of historical",2050,55362.275,86403,123642.7,"3050 Historical Mean of historical"
"3779","3600","Historical","Mean of historical",2050,24372.575,63419.5,101603.15,"3600 Historical Mean of historical"
"3780","4800","Historical","Mean of historical",2050,0,0,35010.925,"4800 Historical Mean of historical"
"3781","0","Pup","Mean of historical",2050,80765.95,119215.5,182866.7,"0 Pup Mean of historical"
"3782","1311","Pup","Mean of historical",2050,79859.925,117641,179814.425,"1311 Pup Mean of historical"
"3783","2400","Pup","Mean of historical",2050,72623.5,104579.5,146760.9,"2400 Pup Mean of historical"
"3784","3050","Pup","Mean of historical",2050,58649.15,89140.5,125726.2,"3050 Pup Mean of historical"
"3785","3600","Pup","Mean of historical",2050,31040.175,69829.5,106374,"3600 Pup Mean of historical"
"3786","4800","Pup","Mean of historical",2050,0,0,46336.375,"4800 Pup Mean of historical"
"3787","0","Adult","Mean of historical",2050,80645.375,119154.5,183262.975,"0 Adult Mean of historical"
"3788","1311","Adult","Mean of historical",2050,79940.3,117427,178849.775,"1311 Adult Mean of historical"
"3789","2400","Adult","Mean of historical",2050,69422.55,100137,139816.225,"2400 Adult Mean of historical"
"3790","3050","Adult","Mean of historical",2050,44612.425,79669.5,116803.35,"3050 Adult Mean of historical"
"3791","3600","Adult","Mean of historical",2050,11071.45,50710,91711.275,"3600 Adult Mean of historical"
"3792","4800","Adult","Mean of historical",2050,0,0,16351.4,"4800 Adult Mean of historical"
"3793","0","Male","Mean of historical",2050,80752.2,119128,183093.425,"0 Male Mean of historical"
"3794","1311","Male","Mean of historical",2050,79685.425,117841.5,180380.325,"1311 Male Mean of historical"
"3795","2400","Male","Mean of historical",2050,75034.475,108452,153283.95,"2400 Male Mean of historical"
"3796","3050","Male","Mean of historical",2050,68309.4,98557,137322.75,"3050 Male Mean of historical"
"3797","3600","Male","Mean of historical",2050,50706.575,84604.5,121604.5,"3600 Male Mean of historical"
"3798","4800","Male","Mean of historical",2050,0,25335,74579.275,"4800 Male Mean of historical"
"3799","0","Female","Mean of historical",2050,80701.8,119009,182938.2,"0 Female Mean of historical"
"3800","1311","Female","Mean of historical",2050,79742.9,117272.5,178098.775,"1311 Female Mean of historical"
"3801","2400","Female","Mean of historical",2050,64306.825,94292.5,130713.25,"2400 Female Mean of historical"
"3802","3050","Female","Mean of historical",2050,30565.475,67611,104511,"3050 Female Mean of historical"
"3803","3600","Female","Mean of historical",2050,0,33164.5,76187.65,"3600 Female Mean of historical"
"3804","4800","Female","Mean of historical",2050,0,0,0,"4800 Female Mean of historical"
"3805","0","Historical","+0.2g/yr",2050,82742.525,122419.5,190359.45,"0 Historical +0.2g/yr"
"3806","1311","Historical","+0.2g/yr",2050,81684.75,120930,188166.8,"1311 Historical +0.2g/yr"
"3807","2400","Historical","+0.2g/yr",2050,75997.15,111821.5,162918.4,"2400 Historical +0.2g/yr"
"3808","3050","Historical","+0.2g/yr",2050,68060.2,101457,145745.975,"3050 Historical +0.2g/yr"
"3809","3600","Historical","+0.2g/yr",2050,39200.925,83545,124564.7,"3600 Historical +0.2g/yr"
"3810","4800","Historical","+0.2g/yr",2050,0,0,61623.85,"4800 Historical +0.2g/yr"
"3811","0","Pup","+0.2g/yr",2050,82804.8,122470.5,190786.6,"0 Pup +0.2g/yr"
"3812","1311","Pup","+0.2g/yr",2050,82100.8,120822.5,188090.75,"1311 Pup +0.2g/yr"
"3813","2400","Pup","+0.2g/yr",2050,76436.85,112396.5,163056.1,"2400 Pup +0.2g/yr"
"3814","3050","Pup","+0.2g/yr",2050,70672.3,103945,149506.875,"3050 Pup +0.2g/yr"
"3815","3600","Pup","+0.2g/yr",2050,48266.3,87829.5,129529.275,"3600 Pup +0.2g/yr"
"3816","4800","Pup","+0.2g/yr",2050,0,15835.5,73851.025,"4800 Pup +0.2g/yr"
"3817","0","Adult","+0.2g/yr",2050,82786.975,122563.5,190200.15,"0 Adult +0.2g/yr"
"3818","1311","Adult","+0.2g/yr",2050,81879.125,120851,188004.825,"1311 Adult +0.2g/yr"
"3819","2400","Adult","+0.2g/yr",2050,74775.3,110101.5,158131.925,"2400 Adult +0.2g/yr"
"3820","3050","Adult","+0.2g/yr",2050,60066.975,96295.5,139187.525,"3050 Adult +0.2g/yr"
"3821","3600","Adult","+0.2g/yr",2050,25665.675,71903.5,113988.15,"3600 Adult +0.2g/yr"
"3822","4800","Adult","+0.2g/yr",2050,0,0,39974.475,"4800 Adult +0.2g/yr"
"3823","0","Male","+0.2g/yr",2050,82858.675,122449.5,190056.3,"0 Male +0.2g/yr"
"3824","1311","Male","+0.2g/yr",2050,82059.125,121021.5,188497.25,"1311 Male +0.2g/yr"
"3825","2400","Male","+0.2g/yr",2050,78343.225,114867.5,168119.7,"2400 Male +0.2g/yr"
"3826","3050","Male","+0.2g/yr",2050,74649.4,109017,157411.25,"3050 Male +0.2g/yr"
"3827","3600","Male","+0.2g/yr",2050,65835.475,100458.5,144975.85,"3600 Male +0.2g/yr"
"3828","4800","Male","+0.2g/yr",2050,0,47902.5,103243.475,"4800 Male +0.2g/yr"
"3829","0","Female","+0.2g/yr",2050,82835.075,122406.5,190381.075,"0 Female +0.2g/yr"
"3830","1311","Female","+0.2g/yr",2050,81593.65,120462.5,187984.475,"1311 Female +0.2g/yr"
"3831","2400","Female","+0.2g/yr",2050,72714.825,106018,152703.225,"2400 Female +0.2g/yr"
"3832","3050","Female","+0.2g/yr",2050,45851.85,85462.5,127236,"3050 Female +0.2g/yr"
"3833","3600","Female","+0.2g/yr",2050,6925.2,52101,102626.4,"3600 Female +0.2g/yr"
"3834","4800","Female","+0.2g/yr",2050,0,0,10027.325,"4800 Female +0.2g/yr"
"3835","0","Historical","-0.2g/yr",2050,80475.425,118502.5,179959.15,"0 Historical -0.2g/yr"
"3836","1311","Historical","-0.2g/yr",2050,79291.825,116644,174043.275,"1311 Historical -0.2g/yr"
"3837","2400","Historical","-0.2g/yr",2050,69952.4,98838.5,137372.7,"2400 Historical -0.2g/yr"
"3838","3050","Historical","-0.2g/yr",2050,48745.175,80429.5,116370.025,"3050 Historical -0.2g/yr"
